Rank,Name,Team,Position,Proj Points,ADP,% Owned,% Started,Injury Status,Pass Yds,Pass TD,INT,Sacks,Rush Yds,Rush TD,Rush Att,Rec Yds,Rec TD,Rec,Fum Lost,2PT,FG Made,XP Made
197,Najee Harris,NYG,RB,78.45,170.21,8.83,0.34,ACTIVE,,,,,431.66,2.26,86,76.08,0.4,12.1,0.34,,,
198,Justice Hill,BAL,RB,120.09,168.52,17.54,0.58,ACTIVE,,,,,267.79,1.63,53,348.27,1.67,39.42,0.46,,,
199,Ja'Kobi Lane,BAL,WR,109.68,168.64,17.47,0.56,ACTIVE,,,,,,,,530.26,3.78,34.39,0.35,,,
200,C.J. Stroud,HOU,QB,246.06,165.25,22.74,2.92,ACTIVE,3948.17,21.44,1.4,12.07,249.12,1.04,49,,,,3.91,,,
201,Sam Darnold,SEA,QB,242.54,162.22,25.49,2.79,ACTIVE,4012.38,24.04,0.87,12.35,125.6,0.85,25,,,,4.56,,,
202,Jauan Jennings,MIN,WR,115.03,171.11,9.02,0.26,ACTIVE,,,,,,,,485.39,3.37,46.8,0.46,,,
203,Malachi Fields,NYG,WR,85.72,170.1,2.83,0.1,ACTIVE,,,,,,,,405.4,2.18,32.49,0.33,,,
204,Germie Bernard,PIT,WR,108.71,171.33,7.11,0.2,ACTIVE,,,,,11.66,0.08,2,504.11,2.76,40.42,0.43,,,
205,Tre' Harris,LAC,WR,89.86,171.17,4.51,0.11,QUESTIONABLE,,,,,,,,410.49,2.48,34.51,0.35,,,
206,Pat Freiermuth,PIT,TE,136.27,169.54,14.14,2.02,ACTIVE,,,,,,,,602.69,2.8,59.92,0.47,,,
207,Dalton Schultz,HOU,TE,132.94,168.62,17.81,2.5,ACTIVE,,,,,,,,548.97,3.11,59.68,0.36,,,
208,Ryan Flournoy,DAL,WR,89.32,171.09,4.33,0.2,ACTIVE,,,,,12.42,0.09,2,382.87,2.65,33.81,0.36,,,
209,Zachariah Branch,ATL,WR,82.53,170.89,5.44,0.17,ACTIVE,,,,,,,,381.71,1.89,31.42,0.32,,,
210,Omar Cooper Jr.,NYJ,WR,87.54,171.2,7.51,0.17,ACTIVE,,,,,12.01,0.11,2,395.37,2.23,32.88,0.35,,,
211,Kayshon Boutte,HOU,WR,139.02,170.59,9.28,0.29,ACTIVE,,,,,,,,666.36,3.6,51.13,0.42,,,
212,Kaelon Black,SF,RB,60.37,170.43,7.33,0.13,ACTIVE,,,,,311.13,2.19,62,62.48,0.36,8.12,0.33,,,
213,Kimani Vidal,LAC,RB,36.35,170.96,3.12,0.08,ACTIVE,,,,,136.36,1.1,27,63.04,0.37,7.84,0.16,,,
214,Jaylen Wright,MIA,RB,45.78,170.56,2.34,0.12,ACTIVE,,,,,252.37,1.18,50,56.15,0.19,7.45,0.5,,,
215,Gunnar Helm,TEN,TE,126.87,170.75,5.67,0.59,ACTIVE,,,,,,,,498.89,3.32,57.71,0.4,,,
216,Chig Okonkwo,WSH,TE,121.06,170.16,8.8,1.15,ACTIVE,,,,,,,,559.74,2.33,51.25,0.26,,,
217,AJ Barner,SEA,TE,113.76,169.69,6.99,0.95,ACTIVE,,,,,17.98,0.47,3,432.6,3.64,44.7,0.46,,,
218,Bryce Young,CAR,QB,238.13,168.9,10.01,0.88,ACTIVE,3636.48,20.41,1.24,12.08,272.53,2.14,54,,,,3.94,,,
219,Cam Ward,TEN,QB,219.57,169.22,9.73,0.72,ACTIVE,3757.54,16.54,0.26,10.26,200.69,2.03,40,,,,4.75,,,
220,Jacoby Brissett,ARI,QB,198.55,169.98,4.77,0.34,ACTIVE,3351.9,14.85,0.82,9.16,209.75,1.3,41,,,,3.66,,,
221,Ollie Gordon II,MIA,RB,33.83,170.67,1.53,0.06,QUESTIONABLE,,,,,195.05,1.19,39,27.85,0.12,3.93,0.16,,,
222,Samaje Perine,CIN,RB,100.35,171.16,5.17,0.22,ACTIVE,,,,,439.59,3.34,87,139.39,0.74,18.79,0.79,,,
223,Ty Johnson,BUF,RB,84.9,170.74,1.59,0.11,QUESTIONABLE,,,,,219.94,2.13,43,208.15,1.3,21.63,0.37,,,
224,Malik Washington,MIA,WR,113.95,170.17,7.97,0.77,ACTIVE,,,,,77.81,0.44,15,471.99,1.69,44.34,0.58,,,
225,Malik Davis,DAL,RB,82.16,170.1,1.41,0.09,ACTIVE,,,,,405.86,2.97,81,89.51,0.47,12.38,0.34,,,
226,Brashard Smith,KC,RB,59.66,170.09,0.31,0.04,ACTIVE,,,,,174.8,1.23,34,121.39,0.95,16.37,0.27,,,
227,Cooper Kupp,SEA,WR,101.5,169.21,11.64,0.86,ACTIVE,,,,,,,,471.61,2.82,37.84,0.33,,,
228,Xavier Legette,CAR,WR,94.01,170.72,2.14,0.1,QUESTIONABLE,,,,,10.84,0.06,2,416.87,2.59,35.72,0.35,,,
229,Jahan Dotson,ATL,WR,92.77,170.67,1.08,0.05,ACTIVE,,,,,,,,443.32,2.25,35.16,0.25,,,
230,Xavier Hutchinson,HOU,WR,91.14,170.07,0.39,0.03,ACTIVE,,,,,12.41,0.07,2,431.73,2.04,34.38,0.29,,,
231,Jalen Tolbert,MIA,WR,89.56,170.55,1.01,0.06,ACTIVE,,,,,,,,442.65,1.74,35.35,0.33,,,
232,Chris Bell,MIA,WR,88.46,170.51,2.58,0.05,ACTIVE,,,,,,,,449.69,1.64,34.17,0.35,,,
233,DeMario Douglas,NE,WR,81.53,170.43,0.88,0.08,ACTIVE,,,,,21.46,0.15,4,365.57,2.04,30.22,0.37,,,
234,Darius Slayton,NYG,WR,79.54,170.59,1.4,0.12,ACTIVE,,,,,12.29,0.07,2,393.03,1.8,28.19,0.34,,,
235,Buccaneers D/ST,TB,DST,92.94,170.39,13.35,8.85,,,,,,,,,,,,,,,
236,Packers D/ST,GB,DST,90.31,169.18,17.31,12.13,,,,,,,,,,,,,,,
237,Chris Boswell,PIT,K,142.76,164.45,38.26,33.21,ACTIVE,,,,,,,,,,,,6.2,31.83,0.65
238,Chase McLaughlin,TB,K,142.2,170.21,16.26,12.87,ACTIVE,,,,,,,,,,,,5.98,34.57,0.71
239,Chris Brooks,GB,RB,57.42,170.2,2.4,0.17,ACTIVE,,,,,193.04,1.39,38,110.56,0.57,15.5,0.17,,,
240,Emmett Johnson,KC,RB,53.87,169.93,4.3,0.16,ACTIVE,,,,,257.85,1.96,51,59.3,0.39,8.39,0.28,,,
241,Isaiah Davis,NYJ,RB,51.06,170.58,0.87,0.04,QUESTIONABLE,,,,,178.75,1.33,35,96.27,0.42,12.89,0.11,,,
242,LeQuint Allen Jr.,JAX,RB,46.54,170.33,0.6,0.03,QUESTIONABLE,,,,,34.02,0.19,6,148.41,0.85,21.67,0.14,,,
243,George Holani,SEA,RB,41.46,170.28,2.87,0.23,ACTIVE,,,,,164.16,1.53,32,62.22,0.28,8.01,0.19,,,
244,Tyrone Tracy Jr.,NYG,RB,40.87,170.34,10.75,0.34,QUESTIONABLE,,,,,151.87,0.5,30,86.8,0.41,11.86,0.21,,,
245,Sean Tucker,TB,RB,36.95,170.34,0.91,0.05,ACTIVE,,,,,182.21,2.43,36,14.4,0.08,1.98,0.29,,,
246,Seth McGowan,IND,RB,36.39,170.22,0.63,0.03,ACTIVE,,,,,138.2,1.05,27,59.46,0.33,8.55,0.17,,,
247,Jordan James,SF,RB,29.14,170.95,3.88,0.1,ACTIVE,,,,,151,1.01,30,31.01,0.17,4.07,0.16,,,
248,Will Shipley,PHI,RB,28.02,170.12,0.55,0.06,ACTIVE,,,,,39.53,0.3,7,83.38,0.4,11.31,0.11,,,
249,Jacob Saylors,DET,RB,26.01,169.99,0.17,0.03,ACTIVE,,,,,100.73,0.97,20,30.12,0.2,4.2,0.11,,,
250,Nicholas Singleton,TEN,RB,19.79,170.4,2.06,0.05,ACTIVE,,,,,83.61,0.55,16,30.13,0.16,4.29,0.1,,,
251,Kendre Miller,NO,RB,18.65,170.16,0.68,0.08,ACTIVE,,,,,99.82,0.5,19,21.58,0.08,3.01,0.05,,,
252,Antonio Williams,WSH,WR,77.7,170.53,2.73,0.09,ACTIVE,,,,,22.32,0.2,4,344.07,2.26,25.91,0.3,,,
253,Tyquan Thornton,KC,WR,77.29,170.41,1.01,0.07,ACTIVE,,,,,,,,358.91,2.95,23.83,0.19,,,
254,Jaguars D/ST,JAX,DST,78.47,167.96,49.81,45.39,,,,,,,,,,,,,,,
255,Saints D/ST,NO,DST,89,170.53,3.45,1.93,,,,,,,,,,,,,,,
256,Evan McPherson,CIN,K,141.84,169.27,19.14,15.92,ACTIVE,,,,,,,,,,,,5.44,44.11,1.3
257,Nick Folk,ATL,K,141.27,170.33,4.8,3.16,ACTIVE,,,,,,,,,,,,6.2,31.07,0.63
258,Greg Dulcich,MIA,TE,119.07,170.47,3.34,0.46,ACTIVE,,,,,,,,582.07,1.63,51.63,0.37,,,
259,Darren Waller,CAR,TE,114.48,170.35,2.79,0.3,ACTIVE,,,,,,,,472.7,4.04,42.9,0.21,,,
260,Cade Otton,TB,TE,102.08,170.35,2.56,0.31,ACTIVE,,,,,,,,440.16,2.27,44.52,0.25,,,
261,Keon Coleman,BUF,WR,75.52,170.32,2.33,0.14,QUESTIONABLE,,,,,,,,337.94,2.83,24.44,0.24,,,
262,Isaac TeSlaa,DET,WR,72.94,170.29,3.47,0.22,ACTIVE,,,,,,,,300.88,3.23,23.8,0.24,,,
263,Pat Bryant,DEN,WR,72.75,170.41,2.1,0.09,ACTIVE,,,,,,,,320.24,2.11,28.38,0.29,,,
264,Marvin Mims Jr.,DEN,WR,70.03,170.16,0.92,0.08,QUESTIONABLE,,,,,45.13,0.31,9,272.92,1.61,24.12,0.35,,,
265,Tahj Brooks,CIN,RB,18.36,170.14,0.3,0.03,ACTIVE,,,,,128.12,0.94,25,,,,0.12,,,
266,Demond Claiborne,MIN,RB,16.87,170.36,0.95,0.03,ACTIVE,,,,,59.47,0.42,11,29.49,0.17,4.52,0.08,,,
267,Geno Smith,NYJ,QB,233.06,170.09,3.65,0.31,ACTIVE,3819.35,20.53,2.49,14.36,220.53,1.05,44,,,,3.43,,,
268,Fernando Mendoza,LV,QB,187.52,168.34,10.32,0.4,ACTIVE,3058.52,14.18,0.91,10.52,226.11,1.92,45,,,,3.42,,,
269,Aaron Rodgers,PIT,QB,218.82,169.2,6.76,0.73,ACTIVE,3770.26,20.12,0.62,11.14,99.64,0.89,19,,,,3.49,,,
270,Deshaun Watson,CLE,QB,78.22,170.09,2,0.2,ACTIVE,1282.12,5.35,0.39,4.37,130.12,0.61,26,,,,1.67,,,
271,Andrei Iosivas,CIN,WR,67.74,170.12,0.57,0.08,ACTIVE,,,,,11.06,0.09,2,276.05,2.46,23.92,0.21,,,
272,Kevin Coleman Jr.,MIA,WR,67.03,169.99,0.11,0.01,ACTIVE,,,,,,,,352.43,0.86,27.1,0.28,,,
273,KaVontae Turpin,DAL,WR,66.94,169.77,1.56,0.37,ACTIVE,,,,,103.03,0.43,20,229.4,1.72,18.14,0.37,,,
274,Jack Bech,LV,WR,65.93,170.21,1.16,0.06,ACTIVE,,,,,,,,314.98,1.18,27.73,0.28,,,
275,Tory Horton,SEA,WR,65.48,170.21,0.91,0.03,QUESTIONABLE,,,,,,,,298.94,2.31,21.61,0.22,,,
276,Rasheen Ali,BAL,RB,16.49,170.07,0.16,0.02,ACTIVE,,,,,61.95,0.44,12,28.44,0.15,3.53,0.07,,,
277,Kaytron Allen,WSH,RB,15.71,170.45,1.56,0.04,ACTIVE,,,,,50.65,0.43,10,29.32,0.19,4.06,0.07,,,
278,DJ Giddens,IND,RB,15.49,170.15,0.6,0.05,ACTIVE,,,,,52.76,0.37,10,28.94,0.16,4.2,0.07,,,
279,Emanuel Wilson,SEA,RB,9.92,170.2,0.58,0.04,QUESTIONABLE,,,,,47.96,0.41,9,10.26,0.05,1.35,0.05,,,
280,Kaleb Johnson,GB,RB,5.27,169.93,9.24,0.21,ACTIVE,,,,,22.69,0.2,4,6.74,0.04,0.93,0.03,,,
281,Kene Nwangwu,NYJ,RB,2.29,170.1,0.15,0.02,ACTIVE,,,,,,,,,,,,,,
282,Bam Knight,ARI,RB,0.82,170.09,0.22,0.04,ACTIVE,,,,,,,,,,,,,,
283,Sione Vaki,DET,RB,0.76,169.99,0.05,0.01,ACTIVE,,,,,,,,,,,,,,
284,Ted Hurst III,TB,WR,64.91,170.19,0.93,0.03,ACTIVE,,,,,,,,294.5,2.13,22.78,0.23,,,
285,Jets D/ST,NYJ,DST,84.14,170.2,2.68,1.9,,,,,,,,,,,,,,,
286,49ers D/ST,SF,DST,82.99,168.97,7.45,3.99,,,,,,,,,,,,,,,
287,Trey Smack,GB,K,144.29,168.02,12.54,10.18,ACTIVE,,,,,,,,,,,,5.74,41.42,2.23
288,Spencer Shrader,IND,K,139.56,169.89,0.7,0.55,ACTIVE,,,,,,,,,,,,5.76,35.97,1.11
289,Evan Engram,DEN,TE,106.5,170.03,3.16,0.45,ACTIVE,,,,,,,,464.37,2.18,47.25,0.28,,,
290,David Njoku,LAC,TE,104.34,169.66,5.3,0.66,ACTIVE,,,,,,,,416.69,3.85,39.86,0.26,,,
291,Oronde Gadsden,LAC,TE,77.25,170.19,4.03,0.48,ACTIVE,,,,,,,,321.65,2.53,30.25,0.23,,,
292,Mike Gesicki,CIN,TE,85.76,170.25,1.64,0.23,ACTIVE,,,,,,,,312.95,3.72,32.17,0.18,,,
293,Michael Mayer,LV,TE,80.96,170.25,1.09,0.13,ACTIVE,,,,,,,,363.89,1.31,37.03,0.25,,,
294,Darnell Mooney,NYG,WR,63.68,170.43,2.56,0.15,ACTIVE,,,,,11.94,0.07,2,308.34,1.66,21.47,0.2,,,
295,Mack Hollins,NE,WR,56.68,170.08,0.31,0.03,ACTIVE,,,,,,,,257.85,1.61,21.48,0.17,,,
296,Tua Tagovailoa,ATL,QB,115.25,170.09,1.71,0.16,ACTIVE,2172.83,10.48,0.61,7.94,44.02,0.26,8,,,,2.53,,,
297,Cowboys D/ST,DAL,DST,78.09,167.05,11.82,7.54,,,,,,,,,,,,,,,
298,Colts D/ST,IND,DST,74.64,170.1,2.9,1.54,,,,,,,,,,,,,,,
299,Vikings D/ST,MIN,DST,74.32,168.92,14.31,11,,,,,,,,,,,,,,,
300,Bengals D/ST,CIN,DST,72.36,169.71,2.5,1.43,,,,,,,,,,,,,,,
301,Shedeur Sanders,CLE,QB,142.55,169.85,2.54,0.1,ACTIVE,2434.77,10.24,0.72,8.47,182,0.9,36,,,,2.07,,,
302,Kirk Cousins,LV,QB,45.81,169.97,2.33,0.34,ACTIVE,832.3,4.1,0.26,2.69,10.97,0.26,2,,,,0.87,,,
303,Dylan Laube,LV,RB,0.67,170.07,0.19,0.02,ACTIVE,,,,,,,,,,,,,,
304,Tyler Badie,DEN,RB,0.35,170.05,0.19,0.02,ACTIVE,,,,,,,,,,,,,,
305,Adam Randall,BAL,RB,0,170.33,0.8,0.03,INJURY_RESERVE,,,,,,,,,,,,,,
306,James Conner,ARI,RB,0,170.16,3.19,0.12,INJURY_RESERVE,,,,,,,,,,,,,,
307,Eli Heidenreich,PIT,RB,,169.98,0.18,0.01,ACTIVE,,,,,,,,,,,,,,
308,Jam Miller,0,RB,,169.99,0.05,0.01,QUESTIONABLE,,,,,,,,,,,,,,
309,Trey Benson,ARI,RB,0,169.97,0.29,0.02,INJURY_RESERVE,,,,,,,,,,,,,,
310,Michael Penix Jr.,ATL,QB,113.21,170.1,1.03,0.05,QUESTIONABLE,1882.52,9.41,0.55,5.1,76.63,0.89,15,,,,1.93,,,
311,Jake Tonges,SF,TE,18.15,170.19,2.51,0.58,ACTIVE,,,,,,,,73.78,0.57,7.41,0.05,,,
312,Colby Parkinson,LAR,TE,75.34,170.24,1.27,0.16,ACTIVE,,,,,,,,290.67,3.12,28.05,0.29,,,
313,Erick All Jr.,CIN,TE,60.49,170.04,0.2,0.03,ACTIVE,,,,,,,,235.31,1.87,25.93,0.18,,,
314,Darnell Washington,PIT,TE,72.44,169.79,1.63,0.26,ACTIVE,,,,,,,,305.12,1.9,30.98,0.29,,,
315,J.J. McCarthy,MIN,QB,10.08,169.88,0.88,0.08,QUESTIONABLE,165.13,0.96,0.05,0.66,6.14,0.1,1,,,,0.21,,,
316,Carson Beck,ARI,QB,29.3,170.01,0.96,0.04,ACTIVE,450.58,2.57,0.14,1.5,29.42,0.29,5,,,,0.49,,,
317,Justin Fields,KC,QB,10.64,169.97,0.51,0.04,ACTIVE,140.5,0.93,0.05,0.43,15.31,0.16,3,,,,0.21,,,
318,Joe Flacco,CIN,QB,10.52,169.97,0.37,0.02,ACTIVE,164.79,1.31,0.06,0.69,1.17,0.02,,,,,0.15,,,
319,Mac Jones,SF,QB,8.61,169.98,0.3,0.02,ACTIVE,145.57,0.94,0.06,0.56,2.22,0.01,,,,,0.14,,,
320,Riley Nowakowski,PIT,RB,8.11,169.99,0.06,0.01,ACTIVE,,,,,,,,29.15,0.16,4.26,0.02,,,
321,Kyle Juszczyk,SF,RB,44.65,169.95,0.41,0.08,QUESTIONABLE,,,,,18.57,0.15,3,160.64,0.94,20.35,0.13,,,
322,Hunter Luepke,DAL,RB,25.03,169.97,0.13,0.02,ACTIVE,,,,,56.37,0.44,11,61.54,0.35,8.58,0.07,,,
323,Dawson Knox,BUF,TE,68.25,169.8,0.9,0.16,ACTIVE,,,,,,,,265.22,2.76,24.95,0.12,,,
324,Elijah Arroyo,SEA,TE,60.6,169.92,0.52,0.07,ACTIVE,,,,,,,,264.18,1.72,24.09,0.16,,,
325,Mason Taylor,NYJ,TE,68.24,170.02,0.51,0.08,ACTIVE,,,,,,,,276.12,1.38,32.45,0.22,,,
326,Theo Johnson,NYG,TE,61.54,170.14,0.6,0.05,QUESTIONABLE,,,,,,,,268.77,1.58,25.28,0.14,,,
327,Cole Kmet,CHI,TE,53.86,169.74,0.87,0.19,ACTIVE,,,,,,,,219.92,1.67,21.89,0.13,,,
328,Ja'Tavion Sanders,CAR,TE,42.25,169.95,0.25,0.06,ACTIVE,,,,,,,,164.11,1.09,19.45,0.14,,,
329,Noah Gray,KC,TE,60.73,169.93,0.32,0.06,ACTIVE,,,,,,,,262.05,1.42,26.12,0.13,,,
330,Eli Stowers,PHI,TE,28.97,169.97,0.67,0.05,QUESTIONABLE,,,,,19.87,0.17,3,106.83,0.77,10.75,0.1,,,
331,Tyler Higbee,LAR,TE,38.08,169.87,0.42,0.08,ACTIVE,,,,,,,,153.95,1.25,15.31,0.08,,,
332,Max Klare,LAR,TE,9.94,169.99,0.17,0.02,ACTIVE,,,,,,,,38.05,0.36,4.03,0.03,,,
333,Eli Raridon,NE,TE,46.46,169.97,0.26,0.02,ACTIVE,,,,,,,,189.16,1.38,19.4,0.13,,,
334,Tommy Tremble,CAR,TE,43.58,169.95,0.17,0.04,ACTIVE,,,,,,,,176.32,1.28,18.37,0.14,,,
335,Ty Simpson,LAR,QB,10.03,169.96,0.46,0.02,ACTIVE,146.26,1.19,0.02,0.59,4.82,0.06,,,,,0.16,,,
336,Jameis Winston,NYG,QB,8.62,169.95,0.32,0.02,ACTIVE,162.94,0.92,0.05,0.9,2.65,0.03,,,,,0.16,,,
337,Anthony Richardson Sr.,IND,QB,,169.98,0.19,0.02,ACTIVE,,,,,,,,,,,,,,
338,Jalon Daniels,TB,QB,10.46,169.96,0.03,0.01,ACTIVE,160.2,1.03,0.09,0.45,5.5,0.07,1,,,,0.16,,,
339,Jarrett Stidham,DEN,QB,10.42,169.99,0.1,0.01,ACTIVE,161.38,1.1,0.07,0.58,6.78,0.05,1,,,,0.2,,,
340,Tommy DeVito,NE,QB,10.33,169.94,0.17,0.01,ACTIVE,150.11,0.99,0.04,0.41,9.51,0.07,1,,,,0.14,,,
341,Marcus Mariota,WSH,QB,10.19,169.99,0.11,0.01,QUESTIONABLE,165.85,0.96,0.07,0.67,9.78,0.06,1,,,,0.21,,,
342,Tyson Bagent,CHI,QB,10.11,169.98,0.13,0.01,ACTIVE,156.57,1.03,0.07,0.55,5.97,0.08,1,,,,0.19,,,
343,Sam Howell,DAL,QB,9.52,169.98,0.09,0.01,ACTIVE,144.26,1.04,0.04,0.72,6.92,0.07,1,,,,0.11,,,
344,Tanner McKee,PHI,QB,9.47,169.97,0.08,0.01,ACTIVE,152.95,0.95,0.04,0.49,3.74,0.04,,,,,0.08,,,
345,Jake Elliott,PHI,K,135.72,169,8.82,6.1,ACTIVE,,,,,,,,,,,,5.22,42.27,2.58
346,Daniel Carlson,NO,K,137.84,170.18,1.16,0.74,ACTIVE,,,,,,,,,,,,5.92,31.63,1.4
347,Wil Lutz,DEN,K,135.78,169.64,6.15,4.62,ACTIVE,,,,,,,,,,,,5.4,38.98,1.87
348,Tyler Bass,BUF,K,136.96,169.6,5.18,3.56,ACTIVE,,,,,,,,,,,,4.99,47.66,2.43
349,Dominic Zvada,NYG,K,133.17,169.89,1.79,1.3,ACTIVE,,,,,,,,,,,,5.51,34.59,2.25
350,Drew Stevens,WSH,K,133.6,169.96,0.5,0.32,ACTIVE,,,,,,,,,,,,5.51,35.12,2.28
351,Andy Borregales,NE,K,129.3,170.09,2.9,2.22,ACTIVE,,,,,,,,,,,,4.88,42.18,2.89
352,Riley Patterson,MIA,K,127.57,169.94,0.4,0.24,ACTIVE,,,,,,,,,,,,5.74,24.5,0.72
353,Matt Gay,LV,K,125.1,169.56,1.68,1.05,ACTIVE,,,,,,,,,,,,5.48,27.1,1.84
354,Ryan Fitzgerald,CAR,K,124.25,169.8,0.78,0.52,ACTIVE,,,,,,,,,,,,5.32,28.95,1.36
355,Joey Slye,TEN,K,123.28,169.78,0.84,0.62,ACTIVE,,,,,,,,,,,,5.25,29.31,1.62
356,Chad Ryland,ARI,K,121.52,169.91,0.4,0.25,ACTIVE,,,,,,,,,,,,5.34,26.41,2.25
357,Andre Szmyt,CLE,K,121.59,169.88,0.47,0.34,ACTIVE,,,,,,,,,,,,5.41,24.38,0.79
358,Jason Sanders,NYJ,K,128.59,169.88,0.59,0.4,ACTIVE,,,,,,,,,,,,5.53,28.98,0.59
359,Giants D/ST,NYG,DST,79.34,169.65,2.63,1.48,,,,,,,,,,,,,,,
360,Bears D/ST,CHI,DST,71.29,169.62,11.6,8.49,,,,,,,,,,,,,,,
361,Titans D/ST,TEN,DST,68.32,169.89,4.52,3.88,,,,,,,,,,,,,,,
362,Panthers D/ST,CAR,DST,73.88,169.84,1.12,0.58,,,,,,,,,,,,,,,
363,Commanders D/ST,WSH,DST,60.77,169.73,1.13,0.63,,,,,,,,,,,,,,,
364,Falcons D/ST,ATL,DST,60.27,170.07,1.37,0.83,,,,,,,,,,,,,,,
365,Bills D/ST,BUF,DST,58.95,168.99,5.13,3.03,,,,,,,,,,,,,,,
366,Raiders D/ST,LV,DST,53.86,169.8,1.62,1.16,,,,,,,,,,,,,,,
367,Cardinals D/ST,ARI,DST,50.36,169.84,0.41,0.23,,,,,,,,,,,,,,,
368,Dolphins D/ST,MIA,DST,45.63,169.65,0.79,0.52,,,,,,,,,,,,,,,
369,Cyrus Allen,KC,WR,52.81,169.76,5.24,0.08,ACTIVE,,,,,,,,245.05,1.53,19.39,0.2,,,
370,Kyle Williams,NE,WR,51.28,169.97,0.39,0.03,ACTIVE,,,,,22.4,0.19,4,232.41,1.4,16.05,0.2,,,
371,Troy Franklin,DEN,WR,50.69,170.05,1.42,0.05,ACTIVE,,,,,10.59,0.08,2,216.24,1.77,16.98,0.16,,,
372,Joshua Palmer,BUF,WR,50.32,169.95,0.21,0.03,ACTIVE,,,,,,,,231.32,1.4,18.89,0.17,,,
373,Kendrick Bourne,ARI,WR,50.24,170,0.15,0.03,ACTIVE,,,,,,,,239.12,0.66,22.75,0.23,,,
374,Malik Benson,LV,WR,48.32,169.99,0.14,0.01,ACTIVE,,,,,,,,244.4,0.79,19.43,0.2,,,
375,Kalif Raymond,CHI,WR,48.12,169.97,0.18,0.03,ACTIVE,,,,,26.78,0.16,5,187.54,0.89,19.36,0.24,,,
376,Dyami Brown,WSH,WR,46.9,169.99,0.13,0.02,ACTIVE,,,,,,,,216.67,1.58,15.85,0.18,,,
377,Treylon Burks,WSH,WR,44.88,169.99,0.11,0.01,ACTIVE,,,,,,,,217.52,1.36,15.02,0.12,,,
378,Devontez Walker,BAL,WR,43.9,169.97,0.12,0.02,ACTIVE,,,,,,,,208.5,1.46,14.49,0.15,,,
379,Austin Hooper,ATL,TE,43.45,169.99,0.11,0.02,ACTIVE,,,,,,,,181.17,0.82,20.56,0.14,,,
380,Elijah Higgins,ARI,TE,42.93,169.94,0.13,0.03,ACTIVE,,,,,,,,181.97,0.68,20.89,0.15,,,
381,Savion Williams,GB,WR,41.44,170.05,0.39,0.03,INJURY_RESERVE,,,,,47.05,0.34,9,147.15,1.08,13.08,0.21,,,
382,Will Kacmarek,MIA,TE,39.87,169.98,0.08,0.02,QUESTIONABLE,,,,,,,,175.04,0.74,18.07,0.12,,,
383,Chimere Dike,TEN,WR,39.61,169.85,1.23,0.22,ACTIVE,,,,,50.28,0.57,10,112.15,0.78,10.64,0.21,,,
384,Bryce Lance,NO,WR,39.46,169.99,0.21,0.03,ACTIVE,,,,,,,,192.83,0.88,15.12,0.15,,,
385,Jonnu Smith,GB,TE,39.44,169.96,0.17,0.02,ACTIVE,,,,,10.58,0.15,2,150.86,1.05,16.31,0.16,,,
386,Drew Sample,CIN,TE,38.8,169.97,0.08,0.01,ACTIVE,,,,,,,,146.35,1.16,17.31,0.12,,,
387,Josh Oliver,MIN,TE,38.57,169.95,0.12,0.03,ACTIVE,,,,,,,,150.91,1.14,16.75,0.14,,,
388,Adam Trautman,DEN,TE,38.42,169.97,0.09,0.02,ACTIVE,,,,,,,,151.45,1.29,15.59,0.1,,,
389,Jaylin Lane,WSH,WR,37.28,169.99,0.09,0.01,ACTIVE,,,,,,,,159.27,1.08,12.42,0.13,,,
390,Zavion Thomas,CHI,WR,36.35,169.89,1.1,0.05,ACTIVE,,,,,,,,154.07,1.21,12.6,0.13,,,
391,Charlie Kolar,LAC,TE,36.19,169.99,0.1,0.01,ACTIVE,,,,,,,,148.81,1.13,14.66,0.1,,,
392,Noah Fant,NO,TE,36.05,169.98,0.13,0.02,ACTIVE,,,,,,,,145.12,0.8,16.9,0.12,,,
393,Isaiah Bond,CLE,WR,34.85,169.99,0.19,0.02,QUESTIONABLE,,,,,23.55,0.12,4,151.73,0.89,11.44,0.15,,,
394,Cade Stover,HOU,TE,34.7,169.97,0.08,0.02,ACTIVE,,,,,9.65,0.1,1,132.55,0.75,15.53,0.13,,,
395,John Bates,WSH,TE,34.53,169.98,0.04,0.01,QUESTIONABLE,,,,,,,,135.59,1.16,14.12,0.14,,,
396,Skyler Bell,BUF,WR,34.11,169.92,0.76,0.03,ACTIVE,,,,,,,,163.56,0.96,12.06,0.12,,,
397,Hollywood Brown,PHI,WR,33.74,169.97,0.62,0.05,ACTIVE,,,,,,,,153.67,1.02,12.43,0.13,,,
398,Olamide Zaccheaus,ATL,WR,32.32,169.99,0.11,0.02,ACTIVE,,,,,,,,142.31,0.63,14.29,0.15,,,
399,Ashton Dulin,IND,WR,31.15,169.98,0.1,0.03,ACTIVE,,,,,26.31,0.17,5,125.34,0.59,9.97,0.14,,,
400,Isaiah Williams,NYJ,WR,31.08,169.99,0.13,0.02,ACTIVE,,,,,12.73,0.11,2,114.29,0.44,11.74,0.14,,,
401,Tutu Atwell,LAR,WR,30.89,170.08,0.47,0.04,ACTIVE,,,,,12.01,0.13,2,139.15,0.91,9.7,0.1,,,
402,Colbie Young,CIN,WR,29.61,169.98,0.18,0.01,ACTIVE,,,,,,,,131.42,1,10.56,0.11,,,
